amount,transactions_1m,transactions_5m,amount_5m,new_device,new_ip,is_fraud
5757.67542307851,0,0,7754.398149164311,1,0,0
18076.860359759696,0,1,28022.09029399604,0,0,0
220.97545299847584,0,2,368.6107906848494,0,0,0
1356.6244445336706,1,1,5312.798304002792,0,0,0
415.7688412854527,1,3,492.1965800422335,0,0,0
993.5008159354028,0,1,3353.565989967796,0,0,0
16483.783575789992,0,2,17023.713833965154,0,0,0
11676.68819317232,0,0,13039.253421820396,0,0,0
15594.034783841227,0,1,22573.58533442079,0,0,0
161.07193549361003,0,1,258.8946224629904,0,0,0
5000.0,1,2,5844.023089933085,0,0,0
290.4232299605725,0,0,855.5442960343034,0,0,0
1992.3183322946024,0,0,2751.183141242152,1,1,0
3829.477243987036,0,5,7002.804124656149,0,0,1
5000.0,0,0,9566.438363484576,0,1,0
439.6036429183533,1,4,453.8619168416071,1,0,0
384.1146511829823,1,1,1470.4371128878006,0,0,0
294.99511727047945,0,1,775.762034590826,0,0,0
796.3328472569785,0,0,1865.4674431654903,1,1,0
946.8121910001686,0,3,2703.273252479735,0,0,0
7542.79668829663,1,2,13890.081092709886,0,0,0
1946.5494987821755,3,6,5723.880111508782,1,0,1
809.1896812851296,2,3,1033.6058633119137,0,0,1
9565.009785316794,0,2,12424.424018754033,0,0,0
667.824307190966,0,2,1194.8602003945762,0,0,0
807.4734858090816,0,0,1930.407857065347,0,0,0
783.5601856436954,1,1,845.5571207498076,0,0,0
669.3495113284448,0,0,2461.674842856516,0,0,0
326.6988439840429,1,1,599.924990949217,1,0,0
415.10495578619566,0,1,1014.3707725613752,0,0,0
11048.274303869168,1,2,14418.454531518655,0,0,0
713.113503585248,1,4,1647.2396892540658,0,1,0
1908.0787502916385,0,0,4909.403992562562,0,0,0
744.0900116257385,0,0,2500.5850886002813,0,0,0
5000.0,0,3,5452.288971649399,0,0,0
5551.944135065198,1,3,6235.618064318998,0,1,0
690.2085725091627,1,1,1008.9736752549647,1,0,0
2038.7882359923249,1,2,5881.184372122653,1,0,0
5000.0,0,1,5027.900187992876,0,0,0
326.2969331517782,1,1,1204.903031426015,0,0,0
13385.632961784948,1,1,16684.867265784465,0,0,0
882.8737755471059,8,23,7106.463024134361,1,0,1
1013.35449794881,0,0,1776.1891142589975,0,0,0
2028.4552199620296,1,1,4976.569462290207,0,0,0
1890.8886024413127,1,4,8547.714277280247,0,1,1
381.73044661396045,2,3,983.924995036242,0,0,0
484.3681718498392,1,2,1020.0644852973782,0,1,1
13781.632134394038,1,1,14709.860750313705,0,0,0
593.5815722175544,0,0,1040.8325047705034,0,0,0
780.7678553967685,0,2,2440.912991412644,0,0,0
258.2512071446124,1,4,543.2933168742645,1,1,0
924.0701420837996,0,0,3687.809832714951,0,0,0
16082.605546621498,0,0,16482.76993737961,0,0,0
312.13088846570173,0,1,1066.7697930417835,0,0,0
24197.45398096512,3,8,90868.75482600166,1,0,1
391.90585303959176,1,2,785.5022961523969,0,0,0
5000.0,0,0,9248.243418677032,0,0,0
817.7124269907005,0,0,2744.9404242876403,0,0,0
523.1348156413704,2,5,674.1642638584744,0,0,1
247.3372760555828,1,2,848.7585183213093,0,0,0
2307.617927294332,0,2,7214.463239677218,1,0,1
1144.0451107322697,0,5,3203.9310339852022,1,1,1
1332.3783323059,0,0,4164.682458616572,1,0,0
325.1161292896689,2,3,865.9391315575215,0,0,0
2814.004370477293,1,6,5080.777087837595,1,1,1
506.5836683813195,0,0,1174.610338066733,0,0,0
389.5188915897854,1,2,580.5353060347362,0,1,1
205.39808920419117,0,0,675.6365834140815,0,0,0
535.9122522399199,0,0,1660.1756407708303,0,0,0
11088.126226319364,0,1,20288.813341917023,0,0,0
363.5295374206157,9,25,1819.3023700769304,0,0,1
3509.656119442177,3,4,7713.007590324815,0,1,1
322.6360936070141,0,1,1261.5308525906362,0,0,0
1087.103556935699,11,19,9679.294668843724,0,1,1
231.6806258472328,0,2,677.89055524461,0,0,0
1136.3007524315506,0,1,3197.151555367438,0,0,0
325.0370571967172,0,4,700.8955541724912,0,0,1
628.0551912127293,10,17,2378.789841548244,0,0,1
302.5296517386288,0,1,559.276480892289,0,0,0
555.2878245764697,0,0,652.9880735508257,0,0,0
933.384973671353,7,16,5096.822225364647,0,0,1
203.1953582965278,0,1,480.4810321141112,1,0,0
5000.0,0,1,6383.127466897596,0,0,0
454.33959940371005,3,3,1337.2843417357064,0,1,0
698.1897236295383,1,3,743.8133565753968,0,0,1
616.3038625324367,1,5,745.5267410142214,0,1,1
387.866503256687,0,1,942.4188067188776,0,0,0
1096.4789799349578,1,1,2523.7949481868686,0,0,0
200.47460602198933,0,0,361.2246173967352,0,0,0
2154.4551301166807,0,1,4830.991340700273,0,1,0
956.6132122436744,5,24,9144.434487563873,1,1,1
1892.4468040238248,9,24,7027.497217991153,0,0,1
587.6490150326902,2,5,1373.7136670748034,1,0,1
470.2688741466174,0,1,1270.312171256075,0,0,0
1333.6793168824497,0,0,4305.834921963244,0,0,0
4375.683710691729,11,17,27525.16586729216,0,1,1
218.8556637121181,0,0,595.2850401400178,0,0,0
599.6307880192003,0,1,762.5715310468057,0,0,0
7267.596813265861,0,0,8926.304533965324,0,0,0
134.59041961368268,0,1,202.7297298526259,1,1,0
749.2281602149018,0,0,866.6972499729325,0,0,0
619.941328212959,0,4,2599.931934031183,1,1,1
775.65417572574,0,0,1351.7273408552724,1,1,0
90.42728695381751,1,2,354.7483868289363,0,0,0
1272.9147318830696,5,8,2023.2707447419216,1,0,1
1376.101249895304,2,3,1510.8777867546426,0,0,0
196.21442630783827,0,0,679.3060266309067,0,0,0
425.2049747543424,0,0,702.7548062175356,0,0,0
7241.896131113718,0,1,9068.93596649612,0,0,0
135.8363684909856,1,2,505.3224551570236,0,0,0
221.2955115414948,2,4,468.14130784742,0,1,1
629.6249826522854,0,3,1443.6979382894249,0,0,1
491.5847612240644,0,4,680.8571707241268,0,1,1
8527.00552428842,1,2,37965.7085928694,1,1,1
2191.764979259913,0,1,6840.176953416326,0,0,0
1022.5354877648044,9,19,6175.6712596432335,0,1,1
882.7680529402802,1,4,2542.062449081286,0,0,0
25675.59066562839,0,0,26918.84948437061,0,0,0
155.24158065866135,2,3,599.5429304133768,0,0,0
193.0529848266011,1,3,586.5431933045278,0,0,0
260.9887445542533,0,2,306.2395530513057,0,0,0
801.6427200775107,10,16,4807.866813310186,0,1,1
13533.608995930208,1,4,57305.34988165392,1,1,1
5000.0,0,1,8159.6495384986865,0,0,0
1218.5243402918074,1,1,4103.175566147561,1,0,0
969.8617176091124,13,20,7696.932469859241,1,1,1
1268.952430686419,0,1,2998.0311304036336,1,0,1
420.9822067946866,0,1,1121.8704724152976,1,0,0
6673.83662069516,0,0,12794.928906382327,0,0,0
946.009733146486,2,3,1301.8918437930508,0,0,0
718.513486530264,1,5,3124.7634517075617,1,1,1
407.9873300519668,1,1,1534.1845435690304,0,0,0
3884.345595658607,5,21,17510.80122865955,1,1,1
5595.550792124745,9,16,22662.75551048102,0,1,1
3805.100059120319,0,0,10303.764796847016,1,0,0
521.2316708025635,0,0,1686.34215841819,0,0,0
406.1344060464214,0,3,1143.8179000068274,0,0,0
849.1222793490346,0,1,2480.479867586566,0,0,0
294.41845148946135,0,3,1140.2278309560866,0,0,0
1251.2276969116972,3,5,2692.9747630539264,1,0,1
14752.179767410442,1,2,23326.74064044701,0,0,0
783.2646363413295,1,1,1924.1676831754464,0,0,0
1570.104580097759,0,3,4405.374573544452,0,0,0
1152.8981675169453,2,4,1729.6796072480752,1,1,1
6448.013330229896,8,24,57034.86236520346,1,0,1
1262.0929043901062,13,29,9654.931988532104,0,1,1
412.4984034344786,0,0,1189.1155997116614,0,0,0
500.0,0,1,2275.7292482739995,1,1,1
1525.397721418165,2,2,5460.823106799454,0,0,0
5877.425587995155,0,0,9003.729956561407,0,0,0
401.6614269884762,0,1,543.9767689929895,0,1,0
1879.4739165034669,0,0,4524.955703225844,0,0,0
2752.6785165133047,0,1,4101.949143753097,1,0,1
82.15590338681254,0,1,242.6094181533656,0,0,0
5276.665771653194,1,1,7447.444296888649,0,0,0
681.9719936455629,7,23,5800.039031369919,0,0,1
509.4278733025516,0,0,1849.3047457152209,0,1,0
196.35644503025492,0,2,534.3003243428218,0,0,0
1324.282807337052,0,2,3132.9842234061057,0,0,0
1061.0829587957417,0,0,1557.4014976741105,0,0,0
1186.2099669041895,0,0,2376.537453345468,0,0,0
1021.4622270559266,1,2,3394.0177354319867,0,0,0
513.2887407575129,6,13,4017.630936687561,0,1,1
459.7285650429973,0,1,1285.2332928217454,0,0,0
609.2655065584778,1,1,1939.4603863661853,0,0,0
1588.6538683958363,1,2,4880.077586372056,1,0,0
2198.328738746027,2,4,3475.778523115924,0,0,1
5195.064319577464,0,3,9212.119519093289,0,1,0
490.10508080394817,0,1,1463.7343564111984,0,0,1
1017.713026957176,8,22,6055.786408156737,1,1,1
891.348060786798,6,12,5931.017810836801,1,0,1
172.66879910891788,0,2,283.80678145010864,0,0,0
565.8644314807917,0,1,707.8826084206463,1,1,0
587.2919970787292,0,0,1709.354308979725,0,0,0
834.6197480849949,0,3,1364.177288681549,0,0,0
10206.604204598258,0,0,12341.661331625572,0,0,0
500.0,1,3,1674.0305097236917,1,1,1
11677.199821869564,0,0,14691.308902807505,0,0,0
131.80636152914028,0,0,499.64720088810014,0,0,0
173.47633092256234,1,1,379.8000261825102,0,1,0
1273.7968621159664,0,0,4554.784486613059,0,0,1
518.0093091552164,0,0,1034.5876859380414,0,0,0
332.6341717134998,1,4,827.4119398040232,1,0,1
2048.922525954642,1,9,5127.130303370183,1,1,1
1532.9594586983617,13,24,6357.069487256532,1,1,1
226.07917339666523,0,1,321.5274092876488,0,0,0
6812.659511297517,0,0,12683.408728368786,0,0,0
1280.080294633799,6,23,11176.28776235025,0,1,1
259.4405105125245,0,0,643.708680626161,0,0,0
8070.259993456997,0,1,8329.038540459573,0,0,0
886.3566398959529,9,26,6315.4146291880825,0,1,1
171.88378107222002,0,2,646.9025862259011,0,0,0
641.593439271586,1,3,2314.765056776041,0,1,0
913.4318444186488,2,3,4277.593506241881,1,1,1
5000.0,1,2,5199.302730486247,0,0,0
1238.2560232507112,0,2,2361.860869208798,1,0,0
542.8843700670333,0,2,1568.0388739060295,0,0,0
264.2662023166355,0,0,715.9476306840163,1,0,0
455.1573138543966,0,0,1000.6727526063576,0,0,0
357.4183865097157,0,2,728.4695257026086,0,1,0
646.5105386741279,0,0,1938.9485273544617,1,0,0
664.3390122736351,13,29,3822.991404899395,0,1,1
299.43297084776515,0,1,542.0916441694384,0,1,0
207.27919429689317,2,2,348.52918974961915,0,0,0
1313.9670758313027,12,22,12866.417559520654,0,1,1
317.4619291949925,0,0,646.3377187631415,0,0,0
147.5459247832083,0,1,401.3928377809463,0,0,0
7118.369661709816,0,0,7424.337093323712,0,0,0
840.4193513537808,2,3,1497.4407765427106,0,0,0
813.028439262711,0,1,1141.4756403130864,1,1,0
7282.938528130167,1,1,13624.75711778335,0,0,0
1066.3969061932862,0,2,3591.373167381556,0,0,0
557.8641548159967,5,14,1836.8717488446368,1,0,1
987.1064218734792,1,1,2011.7454011558264,0,0,0
7258.9779340544255,0,0,13323.921514206437,0,0,0
888.0224487584725,0,3,2027.1279118023615,0,1,0
1902.4430345349024,3,5,4752.517610335835,1,0,1
1226.5838298273757,0,3,4622.920136413115,0,0,0
239.0086205450557,0,0,594.9330578568862,1,1,0
1316.4782986389166,2,4,2688.1302005122056,0,0,0
280.32946777462286,1,1,464.8601462251456,0,1,0
190.26118546636457,0,1,485.1771408989579,0,0,0
570.4029282877248,1,2,2075.452243571739,1,0,0
2205.492486107576,0,0,4347.197086126922,1,0,0
236.14314581185505,0,1,910.2762823035634,0,0,0
1425.415054218672,1,2,4362.867597655329,0,0,0
409.59740133177314,0,0,1548.9701229626623,0,0,0
361.8859041757898,0,4,1447.2256855104797,0,0,0
1188.784194701807,0,0,2690.7773018805274,0,0,0
2887.6795979549943,11,23,24376.95856609819,1,0,1
977.0320868247724,0,1,1834.2833605612875,1,0,0
10901.623187015168,1,4,25037.13996625069,0,0,1
130.20058570342383,0,2,377.4254025613282,1,1,0
659.0130602342475,3,5,2624.114894132206,1,1,1
4981.4879885377895,9,14,26530.706089762425,0,1,1
202.04456210653856,0,1,536.7923606943444,0,0,0
161.9260114351454,0,1,444.1763990494688,0,1,0
6131.5792941528025,1,5,18351.028700679737,1,0,1
456.4872773015976,9,26,4398.475304038394,1,0,1
1658.110741544965,1,1,4041.750839081607,0,0,0
500.0,0,1,2061.0591422102225,1,1,1
1007.426175868939,8,24,5481.366834163583,1,0,1
9316.289361716215,1,1,10117.888243423542,0,0,0
58.08630572243718,0,0,78.32815527144014,0,0,0
663.8143200550973,0,0,1941.373223378115,0,0,0
243.15706397778231,0,1,669.8768085375765,0,0,0
570.8779353337068,0,0,1206.7846351564758,0,0,0
500.6502572021652,1,1,699.4467634532346,0,0,0
9044.335720458448,1,1,11704.80969325818,0,0,0
1528.1917748433016,0,0,4600.262337707622,0,0,0
618.0871324386942,2,3,1589.577528300632,0,0,0
442.966657781244,2,4,1518.679963839044,0,0,0
3302.2490824820047,1,4,7409.891647621172,0,0,1
355.2071153225253,1,2,876.4535973241213,0,0,0
10187.9676412376,0,2,14970.094057281289,0,0,0
5993.856857221706,0,0,7941.970164878352,0,0,0
5595.242525645454,0,0,8504.229803779737,0,0,0
704.4246509354371,1,2,1312.7509940921532,0,0,0
500.599876151739,1,2,908.4508283778,0,0,1
6097.735775758004,3,7,28545.88229343749,1,1,1
793.896818459023,2,3,2095.26851231131,0,0,0
5000.0,1,2,5737.631017981107,0,0,0
160.85051016698912,0,2,508.464946660024,0,0,0
250.43091582666395,0,1,357.45312652065167,0,0,0
750.43434031428,0,1,1461.0494471450877,0,0,0
914.6368870912686,0,0,2083.6963612882314,0,0,0
13193.470454739863,1,1,14862.051498119728,0,0,0
439.336721553902,1,1,1190.2810459584352,1,0,0
207.2262713092169,0,0,757.090889320231,0,0,0
692.8413345003007,0,1,1877.5130822891035,0,0,1
1783.0767330684946,7,14,17596.020919770148,1,1,1
14304.284863734762,0,1,21438.49380985753,0,0,0
835.3894649733144,0,2,2032.5445019551933,0,0,1
9812.541458311482,0,1,16366.18648794938,0,0,0
256.11842618123103,1,1,695.628443872817,0,0,0
856.4963469747588,0,2,919.016855447288,0,0,0
6162.872243883634,1,1,10776.090332749163,0,0,0
2752.2536703691158,0,1,5022.165365155899,0,0,0
740.9392208452754,2,3,1646.173728191326,0,0,0
992.4631748365156,0,2,1014.1632009278164,0,0,0
789.5636106944706,1,1,3057.615575006646,0,0,0
616.7512750134329,0,3,2171.3704376802843,0,0,0
571.3726665882856,0,0,890.6173710250439,0,0,0
1470.4788028667172,0,0,4511.776034387235,0,0,0
14665.12852604342,1,2,28068.66179502393,0,0,0
1505.4360056064368,1,1,2861.865205857431,0,0,0
2361.873030496105,2,9,8280.325948603631,1,0,1
6658.599741108854,0,2,7378.505189131288,0,0,0
2777.473938423,0,5,5968.457262024189,1,1,1
1823.866748974153,13,23,12660.3755200227,0,0,1
896.370456156459,0,1,3106.047683227644,0,0,0
437.9407120260861,0,0,1038.551602687537,0,0,0
2115.836603528262,0,3,6246.476389498433,0,0,0
704.4886065508764,0,1,2034.907658586621,0,0,0
3793.678511859634,6,23,26312.88406305322,1,0,1
8668.30171984178,0,1,11615.401514076551,0,0,0
1518.8385661872082,1,2,5473.504619893348,0,0,0
198.21963711379175,0,2,590.5503670455664,0,0,0
962.2266489977764,12,18,3837.296493677736,0,1,1
1100.2850578180398,3,7,2362.4112922611625,1,1,1
429.3012625469432,0,2,1488.707477535423,0,0,0
3679.95543578221,14,21,27041.596770747477,0,0,1
1963.6349341937969,1,9,4043.5004836916014,1,1,1
